"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","split_id","dataset"
"batch_weighted_pc_r2_categorical",0.0635847947194192,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","tiger","TIGER","SPLIT02","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","tiger","TIGER","SPLIT02","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","tiger","TIGER","SPLIT02","Simulation"
"runtime_sec",1656.916,"lower",1,"seconds","","simulation","tiger","TIGER","SPLIT02","Simulation"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","tiger","TIGER","SPLIT02","Simulation"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","tiger","TIGER","SPLIT02","Simulation"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","tiger","TIGER","SPLIT02","Simulation"
"truth_metabolite_profile_icc_mean",0.87441952129552,"higher",1000,"ICC(A,1)","","simulation","tiger","TIGER","SPLIT02","Simulation"
"truth_sample_profile_pearson_mean",0.858864565988239,"higher",450,"correlation","","simulation","tiger","TIGER","SPLIT02","Simulation"
"truth_log1p_rmse",0.109658730997183,"lower",450000,"log1p intensity","","simulation","tiger","TIGER","SPLIT02","Simulation"
"heldout_qc_cv_mean",12.4311698141028,"lower",1000,"percent","","simulation","serrf","SERRF","SPLIT02","Simulation"
"heldout_qc_cv_sd",9.55804157318906,"lower",1000,"percent","","simulation","serrf","SERRF","SPLIT02","Simulation"
"heldout_qc_cv_median",10.1476200380978,"lower",1000,"percent","","simulation","serrf","SERRF","SPLIT02","Simulation"
"residual_run_order_gam_mean_deviance",0.0991935311200287,"lower",5000,"proportion","","simulation","serrf","SERRF","SPLIT02","Simulation"
"residual_run_order_gam_sd_deviance",0.155638593721908,"lower",5000,"proportion","","simulation","serrf","SERRF","SPLIT02","Simulation"
"residual_ljung_box_proportion_significant",0.1992,"lower",5000,"proportion","","simulation","serrf","SERRF","SPLIT02","Simulation"
"batch_weighted_pc_r2_categorical",0.000650155822276457,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","serrf","SERRF","SPLIT02","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","serrf","SERRF","SPLIT02","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","serrf","SERRF","SPLIT02","Simulation"
"runtime_sec",350.829,"lower",1,"seconds","","simulation","serrf","SERRF","SPLIT02","Simulation"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","serrf","SERRF","SPLIT02","Simulation"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","serrf","SERRF","SPLIT02","Simulation"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","serrf","SERRF","SPLIT02","Simulation"
"truth_metabolite_profile_icc_mean",0.888198582194428,"higher",1000,"ICC(A,1)","","simulation","serrf","SERRF","SPLIT02","Simulation"
"truth_sample_profile_pearson_mean",0.880061196763439,"higher",450,"correlation","","simulation","serrf","SERRF","SPLIT02","Simulation"
"truth_log1p_rmse",0.0951017539872675,"lower",450000,"log1p intensity","","simulation","serrf","SERRF","SPLIT02","Simulation"
"heldout_qc_cv_mean",8.58769746715041,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"heldout_qc_cv_sd",6.01206290107441,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"heldout_qc_cv_median",7.63511668678573,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"residual_run_order_gam_mean_deviance",0.0190688625136774,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"residual_run_order_gam_sd_deviance",0.0319748787758503,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"residual_ljung_box_proportion_significant",0.0086,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"batch_weighted_pc_r2_categorical",0.00100226776594016,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"runtime_sec",19.48,"lower",1,"seconds","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"drift_profiles_corrected",1566,"descriptive",5000,"profiles","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"drift_features_corrected",696,"descriptive",1000,"features","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"batch_features_corrected",721,"descriptive",1000,"features","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"truth_metabolite_profile_icc_mean",0.922305051645707,"higher",1000,"ICC(A,1)","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"truth_sample_profile_pearson_mean",0.925989696870806,"higher",450,"correlation","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"truth_log1p_rmse",0.0716036717344725,"lower",450000,"log1p intensity","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT02","Simulation"
"heldout_qc_cv_mean",12.3509565339978,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"heldout_qc_cv_sd",7.24130174427815,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"heldout_qc_cv_median",11.707513980339,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"residual_run_order_gam_mean_deviance",0.13889167509002,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"residual_run_order_gam_sd_deviance",0.179871270901507,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"residual_ljung_box_proportion_significant",0.2308,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"batch_weighted_pc_r2_categorical",0.190351078727197,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"runtime_sec",20.283,"lower",1,"seconds","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"drift_profiles_corrected",1647,"descriptive",5000,"profiles","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"drift_features_corrected",884,"descriptive",1000,"features","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"batch_features_corrected",703,"descriptive",1000,"features","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"truth_metabolite_profile_icc_mean",0.858239651328024,"higher",1000,"ICC(A,1)","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"truth_sample_profile_pearson_mean",0.868555208907936,"higher",450,"correlation","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"truth_log1p_rmse",0.102724980379925,"lower",450000,"log1p intensity","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Simulation"
"heldout_qc_cv_mean",8.61843092594943,"lower",1000,"percent","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"heldout_qc_cv_sd",6.07871864863327,"lower",1000,"percent","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"heldout_qc_cv_median",7.64561435612415,"lower",1000,"percent","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"residual_run_order_gam_mean_deviance",0.020259360410254,"lower",5000,"proportion","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"residual_run_order_gam_sd_deviance",0.033790592433155,"lower",5000,"proportion","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"residual_ljung_box_proportion_significant",0.0078,"lower",5000,"proportion","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"batch_weighted_pc_r2_categorical",0.000984578035653711,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"runtime_sec",7.133,"lower",1,"seconds","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"drift_profiles_corrected",1440,"descriptive",5000,"profiles","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"drift_features_corrected",655,"descriptive",1000,"features","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"batch_features_corrected",725,"descriptive",1000,"features","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"truth_metabolite_profile_icc_mean",0.922101988056287,"higher",1000,"ICC(A,1)","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"truth_sample_profile_pearson_mean",0.925722367961271,"higher",450,"correlation","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"truth_log1p_rmse",0.0717656363030658,"lower",450000,"log1p intensity","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Simulation"
"heldout_qc_cv_mean",45.3818936933617,"lower",1000,"percent","","simulation","raw","Raw","SPLIT03","Simulation"
"heldout_qc_cv_sd",31.0636729542813,"lower",1000,"percent","","simulation","raw","Raw","SPLIT03","Simulation"
"heldout_qc_cv_median",43.0753596389442,"lower",1000,"percent","","simulation","raw","Raw","SPLIT03","Simulation"
"residual_run_order_gam_mean_deviance",0.12764961730634,"lower",5000,"proportion","","simulation","raw","Raw","SPLIT03","Simulation"
"residual_run_order_gam_sd_deviance",0.197313555439377,"lower",5000,"proportion","","simulation","raw","Raw","SPLIT03","Simulation"
"residual_ljung_box_proportion_significant",0.2482,"lower",5000,"proportion","","simulation","raw","Raw","SPLIT03","Simulation"
"batch_weighted_pc_r2_categorical",0.965647338615417,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","raw","Raw","SPLIT03","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","raw","Raw","SPLIT03","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","raw","Raw","SPLIT03","Simulation"
"runtime_sec",0.043,"lower",1,"seconds","","simulation","raw","Raw","SPLIT03","Simulation"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","raw","Raw","SPLIT03","Simulation"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","raw","Raw","SPLIT03","Simulation"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","raw","Raw","SPLIT03","Simulation"
"truth_metabolite_profile_icc_mean",0.586183758689398,"higher",1000,"ICC(A,1)","","simulation","raw","Raw","SPLIT03","Simulation"
"truth_sample_profile_pearson_mean",0.521842186444926,"higher",450,"correlation","","simulation","raw","Raw","SPLIT03","Simulation"
"truth_log1p_rmse",0.290839531888212,"lower",450000,"log1p intensity","","simulation","raw","Raw","SPLIT03","Simulation"
"heldout_qc_cv_mean",13.2672422179549,"lower",1000,"percent","","simulation","combat","ComBat","SPLIT03","Simulation"
"heldout_qc_cv_sd",10.3193380893625,"lower",1000,"percent","","simulation","combat","ComBat","SPLIT03","Simulation"
"heldout_qc_cv_median",11.7395974220473,"lower",1000,"percent","","simulation","combat","ComBat","SPLIT03","Simulation"
"residual_run_order_gam_mean_deviance",0.127649520286793,"lower",5000,"proportion","","simulation","combat","ComBat","SPLIT03","Simulation"
"residual_run_order_gam_sd_deviance",0.197313916613525,"lower",5000,"proportion","","simulation","combat","ComBat","SPLIT03","Simulation"
"residual_ljung_box_proportion_significant",0.2482,"lower",5000,"proportion","","simulation","combat","ComBat","SPLIT03","Simulation"
"batch_weighted_pc_r2_categorical",0.000103519147488483,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","combat","ComBat","SPLIT03","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","combat","ComBat","SPLIT03","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","combat","ComBat","SPLIT03","Simulation"
"runtime_sec",2.016,"lower",1,"seconds","","simulation","combat","ComBat","SPLIT03","Simulation"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","combat","ComBat","SPLIT03","Simulation"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","combat","ComBat","SPLIT03","Simulation"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","combat","ComBat","SPLIT03","Simulation"
"truth_metabolite_profile_icc_mean",0.879386831580911,"higher",1000,"ICC(A,1)","","simulation","combat","ComBat","SPLIT03","Simulation"
"truth_sample_profile_pearson_mean",0.881066706839948,"higher",450,"correlation","","simulation","combat","ComBat","SPLIT03","Simulation"
"truth_log1p_rmse",0.103140426488342,"lower",450000,"log1p intensity","","simulation","combat","ComBat","SPLIT03","Simulation"
"heldout_qc_cv_mean",10.7920527213108,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"heldout_qc_cv_sd",8.26166063146817,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"heldout_qc_cv_median",8.24424999905075,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"residual_run_order_gam_mean_deviance",0.0495059434626127,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"residual_run_order_gam_sd_deviance",0.0839688465671877,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"residual_ljung_box_proportion_significant",0.0574,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"batch_weighted_pc_r2_categorical",0.000131354624176145,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"retained_features",1000,"higher",1000,"features","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"retained_samples",500,"higher",500,"samples","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"runtime_sec",5.148,"lower",1,"seconds","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"truth_metabolite_profile_icc_mean",0.909482033293612,"higher",1000,"ICC(A,1)","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"truth_sample_profile_pearson_mean",0.91049998760466,"higher",450,"correlation","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"truth_log1p_rmse",0.0869038184525693,"lower",450000,"log1p intensity","","simulation","qc_rlsc","QC-RLSC","SPLIT03","Simulation"
"heldout_qc_cv_mean",23.7353604607433,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SPLIT03","Simulation"
"heldout_qc_cv_sd",16.7517403735916,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SPLIT03","Simulation"
"heldout_qc_cv_median",21.6383834822509,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SPLIT03","Simulation"
"residual_run_order_gam_mean_deviance",0.102696389734375,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SPLIT03","Simulation"
"residual_run_order_gam_sd_deviance",0.127158875120394,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SPLIT03","Simulation"
"residual_ljung_box_proportion_significant",0.1478,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SPLIT03","Simulation"
"batch_weighted_pc_r2_categorical",0.132680783685339,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rfsc","QC-RFSC","SPLIT03","Simulation"
